note_id,guid,notetype,assignment,original_tags,new_tags
1498349435610,bQpmN{0Sm2,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435611,tb.|xE}fZk,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435612,g4}2>$7*wt,HJI Shared,exp::control,HJI_C12 TeForm,HJI_C12 TeForm exp::control
1498349435613,xPSAv/VM5u,HJI Shared,exp::control,HJI_C12 TeForm,HJI_C12 TeForm exp::control
1498349435614,n|.AEK.Q*a,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435615,m@4zvhoR-c,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435616,Iu~fYPe.e.,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435617,kxT>>O7|kX,HJI Shared,exp::control,HJI_C12 TeForm,HJI_C12 TeForm exp::control
1498349435618,O?-yFpRZ|U,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435619,K1CX+1YY!+,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435620,"OL5=|,B:)X",HJI Shared,exp::control,HJI_C12 TeForm,HJI_C12 TeForm exp::control
1498349435621,xRPw~cZw)q,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435622,L@rl|h0Zip,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435623,Ao?eYx|X4Q,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435624,y2Q&[|<9|#,HJI Shared,exp::control,HJI_C12 TeForm,HJI_C12 TeForm exp::control
1498349435625,Ebm1WqIxuT,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435626,J%f$;)OoIH,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435627,tK||}~M|Ww,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435628,Ei~tCiUr3.,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435629,l^&l8T:Wa3,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435630,BQJJOx[mm*,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435631,Lc1QEX5l4S,HJI Shared,exp::control,HJI_C12 TeForm,HJI_C12 TeForm exp::control
1498349435632,h*tF/8aD/n,HJI Shared,exp::control,HJI_C12 TeForm,HJI_C12 TeForm exp::control
1498349435633,NbEUWq#6]d,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435634,HZFJ{3_M>b,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435635,Alqun:Q?{7,HJI Shared,exp::control,HJI_C12 TeForm,HJI_C12 TeForm exp::control
1498349435636,p1rE6w=GuP,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435637,oq<KHu-q%;,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435638,z:-DeMMhej,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435639,Jb$vY9ku!y,HJI Shared,exp::control,HJI_C12 TeForm,HJI_C12 TeForm exp::control
1498349435640,M!?/3j`ipM,HJI Shared,exp::treatment,HJI_C12 TeForm,HJI_C12 TeForm exp::treatment
1498349435641,yKWz4F>|7Y,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435642,E6ThDG)21[,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435643,Jow]!<R7(b,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435644,xI`jf0DM[R,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435645,"hlLtn<-)M,",HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435646,xS?`6LjqNe,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435647,t!2)vcu45),HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435648,LH~Hn9#WLq,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435649,"eX&<x-a&X,",HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435650,pLeY26WGT2,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435651,puIB}&f0ro,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435652,jvmtL/~dY0,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435653,r/O-b=gkNA,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435654,m/pOf/IO8e,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435655,t`76PVIMZ8,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435656,k4xpA>[Rh+,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435657,KBe)Emx|;`,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435658,Q&qQ<Gh~0+,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435659,b%jm+khd^A,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435660,pS@8K]:GYa,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435661,I9wx0!1^v:,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435662,hAQ2Sn:N./,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435663,l3Yg=@OOYH,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435664,"I,Hc#.gZM;",HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435665,bxD;:vd|7R,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435666,"qrD$ua8_,o",HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435667,bpAgE.%y.2,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435668,"LmT[m[E,wY",HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435669,"Qm-zT-},8k",HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435670,tP[`Wulw@C,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435671,m|%$_#i`Mx,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435672,KY<y6bu0tr,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435673,jakh:Cds5<,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435674,riPbpD1BI/,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435675,OcUMIdEm|B,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435676,Oe]m$|T_^f,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435677,L0_#sJBLsA,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435678,ph0j!r^cIi,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435679,fRQ%4s>D+v,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435680,zg?M6`VbPs,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435681,L/xnq~4[_^,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435682,zSg0m7i@+W,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435683,l1k}B+wfl`,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435684,lmBPaLU#}],HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435685,s|Wm](Mu:.,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435686,Ra+NbeK6l&,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435687,ly.*5Mb|]l,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435688,v]eWLO~YhO,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435689,zCG>YeF9:@,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435690,MxBv*q4b1T,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435691,hu)w#51nWj,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435692,K)fvhp5k-i,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435693,m|-8))|JYV,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435694,q<qnc2j*~F,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435695,"u{WsM,G+_5",HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435696,GuRSg5#WR,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435697,J@F$4<|!:a,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435698,KK7l-ufU/M,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435699,rWBw@xyP^j,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435700,G-=&CLJf34,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435701,KTSMYYQ)wK,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435702,K!^FI$.w`+,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435703,"ij1|~1B,FW",HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435704,"uR,>V)QylQ",HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435705,xp;6CO8Or|,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435706,lt8e*K}o>?,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435707,rDkl2#%-Gs,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435708,q%jhKH:TK`,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435709,x$F*|`i|Oe,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435710,LZ*}}I&bSL,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435711,MfcC]<OaF!,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435712,dKGZA)w_|?,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435713,w:@-/0;u]u,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435714,H_?&$ePK!(,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435715,"A,:i[c@B74",HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435716,jzqzVw<)/K,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435717,Jfo19#j4?%,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435718,gK(S!QT4*],HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435719,o*Af?3KcO],HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435720,E![D&@+&.r,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435721,v)ClK=5%>p,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435722,Pi+}PKwW7:,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435723,"kSz]evy0,.",HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435724,pb5f![ALCD,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435725,JC<HWiolh+,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435726,w(pfUDi$h;,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435727,L.S.=/#}L.,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435728,I;:[QKEH?h,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435729,zHgEGrLYB4,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435730,"u:f!uq,G3Y",HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435731,jh<TfG_y4`,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435732,wehIxmE5Vh,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435733,LsqUT)m)D:,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435734,"Qi/,DYVRPI",HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435735,ByMfKI%f>Y,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435736,"pyu:(fXa,a",HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435737,brpD@evwQ{,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435738,fi>7^Fcn8Q,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435739,Q?x#H8a5)K,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435740,Hs67Z-!P$<,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435741,L9DB93gACJ,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435742,Ay]]6g-(z+,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435743,B=yK{?=QG%,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435744,v`[Fws@QQ/,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435745,P@8R]Do($H,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435746,nRL)$1Ei=5,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435747,si!T81w^bu,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435748,"NN,0_SkU}%",HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435749,H6p*q0iS%,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435750,g4x64G82Lr,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435751,Gg)k&&$*YE,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435752,"jZ^S&_,;<k",HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435753,juzM>?.}vh,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435754,l1idr[}emR,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435755,LD1w#u#^?v,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435756,y|.Jr|Y[zC,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435757,iAO%Q@C9gt,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435758,OLomd^r4Au,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435759,O3=2nmlDQ*,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435760,f:2a0>amRw,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435761,k7.qtJgd-[,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435762,j;:RhYY.9V,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435763,yic.dn80fT,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435764,erPL9X2dOh,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435765,I+sj2dOY1$,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435766,lwzcL#7A%<,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435767,q&vf#fC^zS,HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435768,w({]JLbmN&,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435769,"k<x*5,0v2M",HJI Shared,exp::treatment,HJI_C13 Trains,HJI_C13 Trains exp::treatment
1498349435770,uI>JclZ@l|,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435771,FM$G_z%(Da,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435772,cl}4MBrjUG,HJI Shared,exp::control,HJI_C13 Trains,HJI_C13 Trains exp::control
1498349435773,o0lajv1~mT,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435774,l3=zahp$bT,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435775,u)fp=E%)HE,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435776,ID[rz@mk:[,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435777,A>*[{_#@.,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435778,N!o7kCLF|5,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435779,bDM6?lUy(@,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435780,wPa]s=WvMG,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435781,IOwFRPsV)K,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435782,e_r6#Y&!Nh,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435783,E:_8e*35@-,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435784,sS)3UR3FNC,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435785,I9.@/)d2^@,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435786,Mj{#_}j3Jm,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435787,"kL7k,d+%>p",HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435788,"d6wClK.,A*",HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435789,t`jm4{e}:J,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435790,C|XK)$PIy?,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435791,ze:Q@Vb3hE,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435792,tey6/PdHef,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435793,IhSO64xlf<,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435794,Lq)7<+-?.z,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435795,l7knj(snr^,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435796,QG>U^RMkJL,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435797,diD[zEf].U,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435798,eiI[&rn2D},HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435799,KIAuv)Uu@(,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435800,xMS]|J9n39,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435801,E}@0~^j$*o,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435802,qq;j._STU!,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435803,sD(m%A7+-w,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435804,OJ$PSf/F6$,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435805,FB}!Gs*)9A,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435806,p5T`qEd-Sh,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435807,k9?}Jb9<hj,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435808,CG/t]!|688,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435809,"wMM}ux,/G:",HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435810,"dz,=jwkM{Y",HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435811,sg{PsaSW>E,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435812,ATgQ]d_&[V,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435813,o.$9fUA3K},HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435814,A?C/m}_!&^,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435815,"sf@)Hli,Hj",HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435816,JI(R>wr%Ea,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435817,IlK96JCZh>,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435818,Ic2o]a)@AI,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435819,C@).B_5sw.,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435820,bt?hp/=sJa,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435821,F@TD7.]1}8,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435822,w<jJL?5?=Z,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435823,eGn(nn5U<y,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435824,wUxLj&@}_Q,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435825,vSSsamp<w%,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435826,q#@Ghn(i+A,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435827,DOLmbT#!k/,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435828,KglEPCscPX,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435829,oMUG]Pz-xW,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435830,yy!AeWnTO_,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435831,wxVV@zA8x3,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435832,H/;c$Y.)M_,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435833,ACJ^/TKu~t,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435834,bg)iP!RqZT,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435835,vc[]P+}hgp,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435836,Jq}r`YU^]$,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435837,ej+.YH5jV[,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435838,JH]owd%kpU,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435839,x19y1LE2G~,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435840,oByG%~Dv&V,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435841,tizffmD^H&,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435842,kCD[6ypI+p,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435843,F8[+}peKPU,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435844,y<%sLD|Juk,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435845,DPPh~FtkIF,HJI Shared,exp::control,HJI_C14 Hoshii,HJI_C14 Hoshii exp::control
1498349435846,d%zvn^V`cS,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
1498349435847,x8sM#.l6v:,HJI Shared,exp::treatment,HJI_C14 Hoshii,HJI_C14 Hoshii exp::treatment
